Received	Last location	Reason	Speed (kph)	Mileage (km)	Heading	GPS	Installed	Button	Door	Main power	Light	Temperature	Address	Longitude	Latitude	Altitude (m)	Name	transporter (MMSI)
8/19/2017 17:30	8/19/2017 17:30	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	40% / 3.8v	_	36.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	_	591016	
8/19/2017 21:30	8/19/2017 21:30	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	36% / 3.78v	_	50.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	13	591016	
8/20/2017 2:51	8/20/2017 2:51	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	34% / 3.77v	_	49.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	11	591016	
8/20/2017 10:12	8/20/2017 10:12	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	36% / 3.78v	_	33.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	_	591016	
8/20/2017 17:13	8/20/2017 17:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	34% / 3.77v	_	29.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1369	26.0914	_	591016	
8/20/2017 23:13	8/20/2017 23:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	34% / 3.77v	_	38.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	6	591016	
8/21/2017 5:13	8/21/2017 5:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	32% / 3.76v	_	38.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	_	591016	
8/21/2017 11:14	8/21/2017 11:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	34% / 3.77v	_	31.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0913	13	591016	
8/21/2017 17:14	8/21/2017 17:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	34% / 3.77v	_	33.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	1	591016	
8/21/2017 20:11	8/21/2017 20:11	Location update (Weak impact)	0	0	0	3 / On / Valid	Off	Off	Opened	28% / 3.74v	_	44.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0915	4	591016	
8/21/2017 23:14	8/21/2017 23:15	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	30% / 3.75v	_	49.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	_	591016	
